UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video ID,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,id
247,58.0-,Mle,xVietnam,$92516.000,True,False,job:students,rURAL,YOUTUBE,175,15.0.0,3241,Jokes/Memes,10.0,2249.0.0,4,24.0.0,8.0,52:,Morning,8.0.0,2.0.:,/Entertainment,Computer,Windows,9:15 AM,10.0.0,0.0.0,Athome,Mobile-Data,247
248,50.0-,Fmle,xJapan,$75915.000,True,False,job:Students,rURAL,tiktok,252,7.0.0,9555,Life Hacks_,16.0,2809.0.0,8,2.0.0,31.0,29:,Evening,6.0.0,4.0.:,/Habit,Smrtphone,Windows,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,248
249,57.0-,Fmle,xUnited States,$38058.000,False,False,job:Students,rURAL,instagram,147,7.0.0,4894,Jokes/Memes,8.0,2921.0.0,4,29.0.0,37.0,96:,Afternoon,5.0.0,5.0.:,/Habit,Smrtphone,iOS,6:05 PM,7.0.0,3.0.0,Atschool,Mobile-Data,249
250,56.0-,Mle,Germany,$96637.000,True,True,job:Labor/worker,rURAL,YOUTUBE,88,6.0.0,9477,Trends,9.0,4676.0.0,7,28.0.0,16.0,31:,Afternoon,5.0.0,5.0.:,/Procrastination,Smrtphone,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,250
251,35.0-,Other,India,$60718.000,True,False,job:Waiting staff,uRBAN,facebook,179,3.0.0,887,Gming,27.0,4041.0.0,5,27.0.0,40.0,66:,Afternoon,5.0.0,5.0.:,/Entertainment,Smrtphone,Android,6:05 PM,7.0.0,3.0.0,Athome,Mobile-Data,251
252,57.0-,Fmle,xUnited States,$52602.000,True,False,job:driver,rURAL,TIKTOK,132,13.0.0,5855,Entertainment,4.0,2417.0.0,9,8.0.0,42.0,76:,Night,3.0.0,7.0.:,/Habit,Smrtphone,Android,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,252
253,18.0-,Fmle,xUnited States,$94658.000,True,True,job:Engineer,rURAL,youtube,185,7.0.0,5319,Comedy,21.0,532.0.0,4,1.0.0,27.0,91:,Evening,6.0.0,4.0.:,/Habit,Smrtphone,Windows,3:45 PM,8.0.0,2.0.0,Atwork,Mobile-Data,253
254,28.0-,Mle,Philippines,$98112.000,True,True,job:driver,uRBAN,tiktok,91,5.0.0,2259,Gming,21.0,9090.0.0,3,1.0.0,40.0,69:,Afternoon,5.0.0,5.0.:,/Habit,Smrtphone,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,254
255,45.0-,Fmle,xIndonesia,$78067.000,True,True,job:Waiting staff,rURAL,facebook,96,18.0.0,4383,Pranks,8.0,8167.0.0,2,4.0.0,41.0,37:,Afternoon,5.0.0,5.0.:,/Procrastination,Tablett,iOS,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,255
256,42.0-,Fmle,xIndia,$47516.000,False,False,job:Labor/worker,rURAL,YOUTUBE,234,8.0.0,1786,Vlogs,25.0,1469.0.0,1,7.0.0,18.0,27:,Afternoon,5.0.0,5.0.:,/Habit,Smrtphone,MacOS,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,256
257,40.0-,Mle,India,$21089.000,False,False,job:Engineer,rURAL,instagram,25,17.0.0,7728,Life Hacks,7.0,9444.0.0,6,9.0.0,35.0,87:,Night,3.0.0,7.0.:,/Procrastination,Smrtphone,Windows,8:30 PM,5.0.0,5.0.0,Athome,Wi-Fi,257
258,48.0-,Mle,xPhilippines,$57346.000,True,False,job:engineer,rURAL,YOUTUBE,172,1.0.0,296,Life Hacks,15.0,7292.0.0,2,16.0.0,49.0,33:,Evening,6.0.0,4.0.:,/Boredom,Smrtphone,Windows,3:45 PM,8.0.0,2.0.0,Commuting,Wi-Fi,258
259,47.0-,Mle,United States,$94663.000,True,True,job:Labor/worker,rURAL,INSTAGRAM,107,14.0.0,2598,ASMR,21.0,8961.0.0,8,5.0.0,15.0,68:,Evening,6.0.0,4.0.:,/Habit,Smrtphone,iOS,3:45 PM,8.0.0,2.0.0,Atschool,Wi-Fi,259
260,59.0-,Mle,United States,$30487.000,False,False,job:Waiting staff,uRBAN,YOUTUBE,165,17.0.0,681,Pranks,3.0,9025.0.0,6,2.0.0,27.0,59:,Evening,6.0.0,4.0.:,/Boredom,Smrtphone,Android,3:45 PM,8.0.0,2.0.0,Atwork,Mobile-Data,260
261,52.0-,Mle,Mexico,$20155.000,False,False,job:artist,rURAL,instagram,11,10.0.0,4891,Entertainment,17.0,7142.0.0,5,28.0.0,17.0,64:,Evening,6.0.0,4.0.:,/Habit,Smrtphone,iOS,3:45 PM,8.0.0,2.0.0,Atschool,Wi-Fi,261
262,24.0-,Mle,xGermany,$87494.000,True,False,job:students,rURAL,FACEBOOK,178,12.0.0,4299,Pranks,11.0,6000.0.0,2,23.0.0,40.0,85:,Morning,8.0.0,2.0.:,/Boredom,Smrtphone,Windows,9:15 AM,10.0.0,0.0.0,Atwork,Mobile-Data,262
263,33.0-,Other,Philippines,$96229.000,True,False,job:Driver,rURAL,facebook,101,16.0.0,325,Life Hacks,9.0,7081.0.0,7,11.0.0,2.0,88:,Evening,6.0.0,4.0.:,/Entertainment,Smrtphone,Windows,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,263
264,43.0-,Mle,xVietnam,$58547.000,True,True,job:Labor/worker,rURAL,facebook,190,14.0.0,7953,Entertainment,5.0,4649.0.0,2,18.0.0,49.0,44:,Morning,8.0.0,2.0.:,/Entertainment,Tablett,Android,9:15 AM,10.0.0,0.0.0,Atschool,Wi-Fi,264
265,19.0-,Mle,xIndia,$48795.000,False,False,job:students,uRBAN,youtube,240,16.0.0,987,Vlogs,25.0,6931.0.0,5,25.0.0,31.0,95:,Night,3.0.0,7.0.:,/Procrastination,Computer,MacOS,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,265
266,18.0-,Mle,Mexico,$75296.000,True,True,job:driver,rURAL,facebook,157,8.0.0,3119,Pranks,10.0,3424.0.0,2,25.0.0,37.0,88:,Afternoon,5.0.0,5.0.:,/Habit,Tablett,Android,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,266
267,29.0-,Mle,Pakistan,$41447.000,False,False,job:driver,rURAL,TIKTOK,289,10.0.0,761,Jokes/Memes,15.0,1091.0.0,2,19.0.0,41.0,49:,Evening,6.0.0,4.0.:,/Habit,Smrtphone,Android,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,267
268,22.0-,Mle,xUnited States,$56598.000,True,True,job:artist,uRBAN,facebook,198,17.0.0,7759,Vlogs,28.0,9388.0.0,7,13.0.0,41.0,53:,Night,3.0.0,7.0.:,/Habit,Tablett,iOS,8:30 PM,5.0.0,5.0.0,Atschool,Wi-Fi,268
269,54.0-,Fmle,xIndia,$61814.000,True,False,job:waiting staff,uRBAN,instagram,137,18.0.0,9229,Pranks,29.0,9852.0.0,9,24.0.0,34.0,74:,Night,3.0.0,7.0.:,/Habit,Smrtphone,MacOS,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,269
270,49.0-,Fmle,xIndia,$95330.000,True,True,job:Driver,rURAL,INSTAGRAM,16,16.0.0,907,Comedy,14.0,7849.0.0,5,11.0.0,34.0,49:,Evening,6.0.0,4.0.:,/Boredom,Smrtphone,Android,3:45 PM,8.0.0,2.0.0,Athome,Wi-Fi,270
271,26.0-,Mle,xIndia,$83278.000,True,False,job:labor/worker,rURAL,INSTAGRAM_,56,17.0.0,5500,ASMR,4.0,4654.0.0,7,20.0.0,3.0,66:,Afternoon,5.0.0,5.0.:,/Entertainment,Smrtphone,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,271
272,58.0-,Other,xPhilippines,$75077.000,True,True,job:Driver,rURAL,YOUTUBE,62,16.0.0,365,Gming,21.0,260.0.0,4,19.0.0,17.0,95:,Afternoon,5.0.0,5.0.:,/Habit,Tablett,Android,6:05 PM,7.0.0,3.0.0,Athome,Mobile-Data,272
273,52.0-,Other,United States,$91906.000,True,False,job:waiting staff,rURAL,tiktok,196,19.0.0,7770,Pranks,20.0,5936.0.0,2,17.0.0,14.0,63:,Evening,6.0.0,4.0.:,/Boredom,Tablett,MacOS,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,273
274,nan-,Mle,Pakistan,$29528.000,False,True,job:waiting staff,rURAL,FACEBOOK,47,8.0.0,3414,Comedy,2.0,9377.0.0,3,5.0.0,14.0,25:,Evening,6.0.0,4.0.:,/Entertainment,Computer,Android,3:45 PM,8.0.0,2.0.0,Atwork,Wi-Fi,274
275,33.0-,Fmle,xJapan,$70100.000,True,False,job:labor/worker,rURAL,tiktok,235,6.0.0,8028,Jokes/Memes,12.0,4370.0.0,2,13.0.0,46.0,4:,Evening,6.0.0,4.0.:,/Entertainment,Tablett,iOS,3:45 PM,8.0.0,2.0.0,Commuting,Mobile-Data,275
276,20.0-,Fmle,Germany,$28179.000,False,True,job:Driver,rURAL,tiktok,62,6.0.0,7940,Pranks,1.0,4301.0.0,5,27.0.0,38.0,51:,Night,3.0.0,7.0.:,/Entertainment,Smrtphone,Android,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,276
277,37.0-,Mle,Brazil,$68781.000,True,True,job:Engineer,rURAL,instagram,233,9.0.0,9262,Trends,24.0,7207.0.0,6,20.0.0,35.0,11:,Night,3.0.0,7.0.:,/Entertainment,Smrtphone,iOS,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,277
278,41.0-,Other,Vietnam,$75267.000,True,True,job:labor/worker,rURAL,instagram,163,4.0.0,3082,Vlogs,20.0,5819.0.0,7,1.0.0,1.0,17:,Afternoon,5.0.0,5.0.:,/Entertainment,Tablett,iOS,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,278
279,50.0-,Mle,Pakistan,$43952.000,False,True,job:teacher,rURAL,INSTAGRAM,57,12.0.0,5449,Gming,5.0,9058.0.0,3,10.0.0,48.0,66:,Night,3.0.0,7.0.:,/Habit,Tablett,Windows,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,279
280,41.0-,Other,xBrazil,$73798.000,True,True,job:cashier,rURAL,youtube,156,12.0.0,3259,Vlogs,6.0,92.0.0,4,8.0.0,29.0,70:,Evening,6.0.0,4.0.:,/Habit,Tablett,Android,3:45 PM,8.0.0,2.0.0,Atwork,Mobile-Data,280
281,nan-,Fmle,Philippines,$70939.000,True,True,job:waiting staff,rURAL,tiktok,73,17.0.0,2108,Pranks,24.0,5161.0.0,8,24.0.0,4.0,73:,Morning,8.0.0,2.0.:,/Boredom,Smrtphone,Android,9:15 AM,10.0.0,0.0.0,Athome,Wi-Fi,281
282,25.0-,Fmle,Brazil,$49516.000,False,True,job:students,rURAL,TIKTOK,191,15.0.0,7929,Vlogs,11.0,7632.0.0,4,29.0.0,33.0,69:,Evening,6.0.0,4.0.:,/Boredom,Tablett,Android,3:45 PM,8.0.0,2.0.0,Atwork,Wi-Fi,282
283,53.0-,Mle,xMexico,$76526.000,True,True,job:Teacher,rURAL,youtube,134,9.0.0,2934,Gming,8.0,9543.0.0,7,8.0.0,17.0,84:,Evening,6.0.0,4.0.:,/Procrastination,Computer,iOS,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,283
284,55.0-,Mle,India,$30449.000,False,True,job:Labor/worker,rURAL,youtube,188,7.0.0,2830,Trends,7.0,6208.0.0,6,19.0.0,28.0,29:,Evening,6.0.0,4.0.:,/Boredom,Smrtphone,iOS,3:45 PM,8.0.0,2.0.0,Commuting,Wi-Fi,284
285,57.0-,Mle,Pakistan,$70290.000,True,True,job:students,uRBAN,YOUTUBE,48,10.0.0,8634,Entertainment,4.0,8556.0.0,7,6.0.0,26.0,85:,Afternoon,5.0.0,5.0.:,/Habit,Computer,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,285
286,37.0-,Mle,xPhilippines,$92954.000,True,True,job:Waiting staff,rURAL,tiktok,269,16.0.0,5007,Vlogs,6.0,4916.0.0,1,12.0.0,8.0,73:,Evening,6.0.0,4.0.:,/Entertainment,Smrtphone,Android,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,286
287,52.0-,Mle,xPakistan,$42746.000,False,False,job:Students,rURAL,TIKTOK,12,12.0.0,1560,Vlogs,16.0,3718.0.0,3,28.0.0,34.0,92:,Evening,6.0.0,4.0.:,/Habit,Smrtphone,Android,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,287
288,42.0-,Fmle,Mexico,$87990.000,True,True,job:waiting staff,rURAL,instagram,73,7.0.0,1742,Jokes/Memes,20.0,6125.0.0,6,7.0.0,18.0,72:,Night,3.0.0,7.0.:,/Procrastination,Smrtphone,iOS,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,288
289,52.0-,Mle,United States,$78810.000,True,False,job:students,rURAL,INSTAGRAM,38,18.0.0,5831,Pranks,15.0,1924.0.0,3,16.0.0,31.0,95:,Night,3.0.0,7.0.:,/Habit,Computer,MacOS,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,289
290,42.0-,Fmle,United States,$35223.000,False,True,job:Labor/worker,uRBAN,TIKTOK,20,15.0.0,7524,Life Hacks,14.0,3095.0.0,7,9.0.0,27.0,20:,Afternoon,5.0.0,5.0.:,/Entertainment,Tablett,iOS,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,290
291,46.0-,Fmle,xUnited States,$92237.000,True,False,job:Teacher,rURAL,INSTAGRAM,106,6.0.0,626,ASMR,23.0,6683.0.0,9,21.0.0,16.0,27:,Evening,6.0.0,4.0.:,/Habit,Computer,Android,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,291
292,35.0-,Fmle,Indonesia,$22597.000,False,True,job:Labor/worker,uRBAN,youtube,212,12.0.0,1691,Jokes/Memes,12.0,5181.0.0,3,25.0.0,10.0,8:,Night,3.0.0,7.0.:,/Entertainment,Smrtphone,Windows,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,292
293,63.0-,Mle,xBrazil,$85677.000,True,False,job:waiting staff,uRBAN,facebook,30,11.0.0,8283,Trends,29.0,2538.0.0,1,22.0.0,40.0,85:,Evening,6.0.0,4.0.:,/Habit,Smrtphone,Android,3:45 PM,8.0.0,2.0.0,Athome,Wi-Fi,293
294,35.0-,Mle,xIndonesia,$22659.000,False,True,job:Students,rURAL,INSTAGRAM,48,3.0.0,6311,Jokes/Memes,12.0,9488.0.0,6,10.0.0,12.0,61:,Evening,6.0.0,4.0.:,/Boredom,Smrtphone,Windows,3:45 PM,8.0.0,2.0.0,Atschool,Wi-Fi,294
295,19.0-,Fmle,India,$94567.000,True,False,job:waiting staff,rURAL,tiktok_,232,2.0.0,3007,Jokes/Memes,16.0,2276.0.0,1,10.0.0,22.0,28:,Afternoon,5.0.0,5.0.:,/Habit,Smrtphone,Android,6:05 PM,7.0.0,3.0.0,Atwork,Wi-Fi,295
296,52.0-,Mle,Vietnam,$35037.000,False,True,job:Labor/worker,rURAL,INSTAGRAM,111,6.0.0,4303,Life Hacks,15.0,8194.0.0,1,10.0.0,16.0,87:,Afternoon,5.0.0,5.0.:,/Habit,Computer,Android,6:05 PM,7.0.0,3.0.0,Atschool,Mobile-Data,296
297,33.0-,Fmle,Mexico,$66738.000,True,False,job:engineer,rURAL,INSTAGRAM,55,5.0.0,1089,Life Hacks,29.0,9945.0.0,8,20.0.0,12.0,70:,Night,3.0.0,7.0.:,/Entertainment,Tablett,Android,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,297
298,58.0-,Fmle,Philippines,$91678.000,True,True,job:engineer,rURAL,instagram,75,18.0.0,6008,Trends,13.0,910.0.0,9,29.0.0,11.0,3:,Evening,6.0.0,4.0.:,/Boredom,Tablett,Android,3:45 PM,8.0.0,2.0.0,Commuting,Mobile-Data,298
299,53.0-,Mle,xPakistan,$32109.000,False,True,job:Waiting staff,rURAL,facebook,100,16.0.0,4612,Pranks,11.0,306.0.0,2,16.0.0,20.0,69:,Morning,8.0.0,2.0.:,/Boredom,Tablett,Android,9:15 AM,10.0.0,0.0.0,Atwork,Wi-Fi,299
300,50.0-,Fmle,xGermany,$42010.000,False,True,job:Students,rURAL,YOUTUBE,173,8.0.0,9373,Entertainment,17.0,6575.0.0,9,1.0.0,1.0,73:,Afternoon,5.0.0,5.0.:,/Habit,Smrtphone,Android,6:05 PM,7.0.0,3.0.0,Commuting,Wi-Fi,300
301,21.0-,Fmle,Philippines,$28787.000,False,True,job:Waiting staff,rURAL,TIKTOK,120,11.0.0,7929,Vlogs_,21.0,4231.0.0,5,17.0.0,27.0,7:,Afternoon,5.0.0,5.0.:,/Entertainment,Smrtphone,iOS,6:05 PM,7.0.0,3.0.0,Athome,Mobile-Data,301
302,50.0-,Mle,xBrazil,$28472.000,False,False,job:engineer,uRBAN,FACEBOOK,132,10.0.0,4491,Vlogs,15.0,6028.0.0,8,26.0.0,3.0,60:,Afternoon,5.0.0,5.0.:,/Habit,Smrtphone,iOS,6:05 PM,7.0.0,3.0.0,Athome,Mobile-Data,302
303,31.0-,Mle,xIndonesia,$43383.000,False,True,job:cashier,rURAL,TIKTOK,202,12.0.0,8379,Jokes/Memes,14.0,6658.0.0,7,21.0.0,12.0,4:,Afternoon,5.0.0,5.0.:,/Boredom,Computer,Android,6:05 PM,7.0.0,3.0.0,Atschool,Mobile-Data,303
304,38.0-,Other,Indonesia,$81709.000,True,False,job:waiting staff,rURAL,tiktok,108,6.0.0,1598,Gming,10.0,6336.0.0,7,29.0.0,30.0,5:,Evening,6.0.0,4.0.:,/Boredom,Smrtphone,iOS,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,304
305,37.0-,Other,United States,$89785.000,True,True,job:Artist,rURAL,tiktok,168,5.0.0,3748,Jokes/Memes,12.0,9630.0.0,4,14.0.0,9.0,11:,Evening,6.0.0,4.0.:,/Boredom,Smrtphone,iOS,3:45 PM,8.0.0,2.0.0,Atwork,Mobile-Data,305
306,25.0-,Mle,xIndonesia,$54518.000,True,False,job:Waiting staff,rURAL,FACEBOOK,112,9.0.0,2671,Life Hacks,16.0,872.0.0,2,19.0.0,37.0,15:,Night,3.0.0,7.0.:,/Habit,Computer,iOS,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,306
307,24.0-,Fmle,xVietnam,$73909.000,True,True,job:Driver,rURAL,YOUTUBE,290,16.0.0,8432,Entertainment,15.0,1141.0.0,5,21.0.0,1.0,64:,Evening,6.0.0,4.0.:,/Habit,Smrtphone,Android,3:45 PM,8.0.0,2.0.0,Atwork,Wi-Fi,307
308,20.0-,Mle,xJapan,$38351.000,False,False,job:Students,rURAL,tiktok,52,14.0.0,2581,Trends,10.0,665.0.0,3,21.0.0,42.0,98:,Morning,8.0.0,2.0.:,/Entertainment,Smrtphone,Android,9:15 AM,10.0.0,0.0.0,Athome,Wi-Fi,308
309,34.0-,Fmle,Pakistan,$89624.000,True,True,job:engineer,rURAL,youtube,93,8.0.0,7433,Jokes/Memes,4.0,8400.0.0,9,17.0.0,49.0,13:,Afternoon,5.0.0,5.0.:,/Habit,Computer,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,309
310,50.0-,Mle,Japan,$73330.000,True,False,job:manager,rURAL,YOUTUBE,200,19.0.0,8331,Jokes/Memes,27.0,951.0.0,6,14.0.0,4.0,7:,Morning,8.0.0,2.0.:,/Entertainment,Smrtphone,iOS,9:15 AM,10.0.0,0.0.0,Athome,Mobile-Data,310
311,29.0-,Fmle,Pakistan,$35282.000,False,True,job:driver,rURAL,INSTAGRAM,60,14.0.0,2507,Trends,23.0,9249.0.0,1,8.0.0,15.0,6:,Night,3.0.0,7.0.:,/Habit,Smrtphone,Windows,8:30 PM,5.0.0,5.0.0,Atschool,Wi-Fi,311
312,39.0-,Fmle,xMexico,$41778.000,False,False,job:manager,rURAL,FACEBOOK,219,7.0.0,4726,Trends,29.0,4722.0.0,3,21.0.0,27.0,56:,Night,3.0.0,7.0.:,/Habit,Smrtphone,Android,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,312
313,39.0-,Other,Pakistan,$44264.000,False,True,job:students,uRBAN,facebook,135,5.0.0,4301,Jokes/Memes,9.0,4008.0.0,4,21.0.0,8.0,64:,Night,3.0.0,7.0.:,/Habit,Smrtphone,Android,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,313
314,63.0-,Fmle,Japan,$79675.000,True,False,job:waiting staff,rURAL,instagram,78,18.0.0,9942,Jokes/Memes,21.0,6655.0.0,9,9.0.0,23.0,50:,Evening,6.0.0,4.0.:,/Boredom,Computer,MacOS,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,314
315,47.0-,Mle,xPhilippines,$25075.000,False,True,job:engineer,rURAL,instagram,274,2.0.0,8760,Entertainment,20.0,6190.0.0,6,8.0.0,15.0,30:,Night,3.0.0,7.0.:,/Procrastination,Smrtphone,iOS,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,315
316,55.0-,Fmle,Pakistan,$95948.000,True,False,job:teacher,rURAL,youtube,267,11.0.0,7003,Gming,9.0,771.0.0,4,13.0.0,27.0,22:,Night,3.0.0,7.0.:,/Entertainment,Computer,MacOS,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,316
317,55.0-,Other,xMexico,$68454.000,True,True,job:driver,rURAL,TIKTOK,197,8.0.0,9074,Jokes/Memes,21.0,4030.0.0,1,17.0.0,31.0,25:,Afternoon,5.0.0,5.0.:,/Boredom,Smrtphone,MacOS,6:05 PM,7.0.0,3.0.0,Atschool,Wi-Fi,317
318,62.0-,Mle,Mexico,$48365.000,False,False,job:students,rURAL,facebook,239,1.0.0,6132,Entertainment,25.0,7859.0.0,8,19.0.0,39.0,28:,Night,3.0.0,7.0.:,/Habit,Smrtphone,Android,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,318
319,25.0-,Other,xIndia,$92766.000,True,True,job:waiting staff,rURAL,tiktok,198,12.0.0,8832,Entertainment,24.0,521.0.0,2,28.0.0,47.0,84:,Afternoon,5.0.0,5.0.:,/Boredom,Smrtphone,MacOS,6:05 PM,7.0.0,3.0.0,Atwork,Wi-Fi,319
320,44.0-,Mle,xPakistan,$68200.000,True,True,job:driver,uRBAN,tiktok,19,2.0.0,4538,Entertainment,20.0,3355.0.0,8,7.0.0,8.0,39:,Afternoon,5.0.0,5.0.:,/Entertainment,Smrtphone,MacOS,6:05 PM,7.0.0,3.0.0,Atschool,Mobile-Data,320
321,44.0-,Fmle,xGermany,$31002.000,False,True,job:students,rURAL,INSTAGRAM,123,18.0.0,2336,Life Hacks,11.0,1400.0.0,6,17.0.0,30.0,67:,Morning,8.0.0,2.0.:,/Entertainment,Smrtphone,MacOS,9:15 AM,10.0.0,0.0.0,Atschool,Mobile-Data,321
322,51.0-,Mle,xUnited States,$33947.000,False,True,job:engineer,rURAL,TIKTOK,85,7.0.0,4322,Gming,11.0,3723.0.0,8,1.0.0,42.0,5:,Afternoon,5.0.0,5.0.:,/Entertainment,Tablett,Android,6:05 PM,7.0.0,3.0.0,Athome,Mobile-Data,322
323,38.0-,Mle,United States,$99222.000,True,False,job:artist,uRBAN,youtube,173,17.0.0,2986,Comedy,7.0,6579.0.0,6,5.0.0,18.0,65:,Evening,6.0.0,4.0.:,/Habit,Smrtphone,Android,3:45 PM,8.0.0,2.0.0,Commuting,Mobile-Data,323
324,47.0-,Other,xIndia,$98610.000,True,True,job:driver,uRBAN,INSTAGRAM,94,14.0.0,560,Trends,21.0,3247.0.0,5,25.0.0,4.0,15:,Evening,6.0.0,4.0.:,/Habit,Smrtphone,iOS,3:45 PM,8.0.0,2.0.0,Commuting,Mobile-Data,324
325,50.0-,Mle,xMexico,$72142.000,True,False,job:Manager,uRBAN,TIKTOK,58,7.0.0,714,ASMR,10.0,1858.0.0,5,6.0.0,47.0,90:,Afternoon,5.0.0,5.0.:,/Entertainment,Smrtphone,Windows,6:05 PM,7.0.0,3.0.0,Atschool,Wi-Fi,325
326,45.0-,Fmle,India,$76307.000,True,True,job:manager,uRBAN,INSTAGRAM,186,3.0.0,4594,Gming,4.0,4781.0.0,8,26.0.0,43.0,67:,Night,3.0.0,7.0.:,/Habit,Computer,MacOS,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,326
327,64.0-,Mle,United States,$24493.000,False,False,job:Students,rURAL,youtube,227,6.0.0,3989,Gming,5.0,4064.0.0,7,2.0.0,22.0,40:,Night,3.0.0,7.0.:,/Entertainment,Tablett,MacOS,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,327
328,50.0-,Mle,Vietnam,$70085.000,True,True,job:manager,rURAL,youtube,198,2.0.0,6204,ASMR,5.0,2398.0.0,8,27.0.0,3.0,98:,Afternoon,5.0.0,5.0.:,/Boredom,Smrtphone,Android,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,328
329,22.0-,Mle,Brazil,$54228.000,True,False,job:Students,rURAL,tiktok,239,17.0.0,257,Gming,11.0,142.0.0,8,25.0.0,15.0,69:,Night,3.0.0,7.0.:,/Habit,Smrtphone,Windows,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,329
330,36.0-,Other,Pakistan,$99676.000,True,True,job:Students,rURAL,INSTAGRAM,264,12.0.0,8769,Jokes/Memes,9.0,5062.0.0,7,16.0.0,35.0,95:,Afternoon,5.0.0,5.0.:,/Habit,Tablett,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,330
331,21.0-,Other,xJapan,$71875.000,True,False,job:driver,rURAL,TIKTOK,245,12.0.0,38,Jokes/Memes,28.0,3469.0.0,2,22.0.0,47.0,77:,Afternoon,5.0.0,5.0.:,/Entertainment,Smrtphone,iOS,6:05 PM,7.0.0,3.0.0,Atschool,Wi-Fi,331
332,52.0-,Mle,xIndia,$51655.000,True,True,job:Waiting staff,rURAL,tiktok,35,17.0.0,8653,Life Hacks,16.0,3695.0.0,9,5.0.0,38.0,43:,Afternoon,5.0.0,5.0.:,/Entertainment,Tablett,iOS,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,332
333,34.0-,Other,xIndia,$63472.000,True,False,job:Students,rURAL,INSTAGRAM,81,10.0.0,9633,Vlogs,9.0,717.0.0,7,5.0.0,33.0,1:,Afternoon,5.0.0,5.0.:,/Habit,Smrtphone,Windows,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,333
334,61.0-,Fmle,United States,$69437.000,True,True,job:Waiting staff,rURAL,TIKTOK,270,3.0.0,1833,ASMR,22.0,642.0.0,6,12.0.0,14.0,22:,Evening,6.0.0,4.0.:,/Entertainment,Smrtphone,iOS,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,334
335,45.0-,Fmle,Pakistan,$69416.000,True,False,job:driver,rURAL,youtube,263,18.0.0,7601,ASMR,4.0,2548.0.0,9,3.0.0,48.0,62:,Night,3.0.0,7.0.:,/Boredom,Smrtphone,Android,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,335
336,47.0-,Fmle,xIndia,$79711.000,True,True,job:teacher,rURAL,INSTAGRAM,280,13.0.0,5168,Trends,2.0,8561.0.0,1,16.0.0,1.0,79:,Afternoon,5.0.0,5.0.:,/Boredom,Tablett,Android,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,336
